,position,song,artist,popularity,duration_ms,album_type,release_date
11046,47,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,1964-10-19
11047,48,DONDE SE APRENDE A QUERER?,Mora,83,144427,album,2023-08-28
11048,49,EL CONDENAO,Lola Indigo,62,144829,album,2023-12-14
11049,50,YO TENGO UN NOVIO,Lola Indigo,63,144424,album,2023-12-14
11050,1,All I Want for Christmas Is You,Mariah Carey,100,241106,album,1994-10-28
11051,2,Manos Rotas,DELLAFUENTE & Morad,82,168594,single,2023-11-16
11052,3,Casanova,Soolking & Lola Indigo & Rvfv,79,243806,single,2023-12-07
11053,4,Last Christmas - Single Version,Wham!,89,265960,album,2023-07-07
11054,5,Feliz Navidad,José Feliciano,88,182066,album,2002-09-24
11055,6,LA FALDA,Myke Towers,85,174229,album,2023-11-23
11056,7,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,1964-10-19
11057,8,LUNA,Feid,89,196800,album,2023-12-01
11058,9,Columbia,Quevedo,91,186000,single,2023-07-07
11059,10,Jingle Bell Rock,Bobby Helms,94,130973,single,1957-12-02
11060,11,DILUVIO,Rauw Alejandro,89,197052,album,2023-07-07
11061,12,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,1963
11062,13,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,72,252040,single,2023-12-15
11063,14,Si No Estás,iñigo quintero,96,184061,single,2022-09-23
11064,15,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,1959-01-01
11065,16,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,2011-10-14
11066,17,Santa Tell Me,Ariana Grande,96,204093,single,2014-11-24
11067,18,NO PIENSO LLAMAR,Soge Culebra,71,198352,album,2023-10-13
11068,19,PERRO NEGRO,Bad Bunny,95,162767,album,2023-10-13
11069,20,COSAS QUE NO TE DIJE,Saiko,82,224725,single,2021-09-17
11070,21,MODELITO,Mora,83,190496,album,2022-11-03
11071,22,Underneath the Tree,Kelly Clarkson,86,229640,album,2013-10-29
11072,23,REINA,Mora,84,211879,album,2023-08-28
11073,24,Holly Jolly Christmas,Michael Bublé,83,119786,album,2011-10-14
11074,25,QLONA,KAROL G,92,172797,album,2023-08-10
11075,26,OA,Anuel AA & Quevedo & Maluma,86,235200,single,2023-10-13
11076,27,Snowman,Sia,94,165900,album,2018-11-01
11077,28,Sleigh Ride,The Ronettes,84,181266,album,2020-12-04
11078,29,A 300,JC Reyes & Pedro Calderon,76,169208,single,2023-02-17
11079,30,LALA,Myke Towers,93,197920,album,2023-03-23
11080,31,Narcotics (with Bryant Myers),Dei V & Bryant Myers,82,173991,single,2023-09-14
11081,32,POLARIS - Remix,Saiko & Feid & Quevedo,82,288000,single,2023-06-08
11082,33,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,91,155453,album,1994-11-08
11084,35,Buenas,Quevedo & Saiko,81,192954,single,2023-09-22
11085,36,LA CAPI,Myke Towers,74,202360,album,2023-11-23
11086,37,El Mambo,Kiko Rivera,77,129845,single,2023-07-13
11087,38,SEYA,GIMS,72,188484,album,2023-10-05
11088,39,Madrid City,Ana Mena,77,172727,single,2023-09-29
11089,40,La Bachata,Manuel Turizo,84,162637,album,2023-03-17
11090,41,Holanda,Jhayco,86,231693,single,2023-07-28
11091,42,BABY HELLO,Rauw Alejandro,76,222461,album,2023-07-07
11092,43,Xxx_Rosario_xxX,Saiko,62,188936,album,2023-12-22
11094,45,lady madrizZz,céro,77,131020,single,2023-09-01
11095,46,Quien Es Dei V?,Dei V,79,162244,single,2023-03-17
11097,48,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,84,215600,single,2023-05-12
11099,50,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,75,268320,single,2023-10-04
11100,1,Manos Rotas,DELLAFUENTE & Morad,82,168594,single,2023-11-16
11101,2,Casanova,Soolking & Lola Indigo & Rvfv,79,243806,single,2023-12-07
11102,3,All I Want for Christmas Is You,Mariah Carey,100,241106,album,1994-10-28
11103,4,LA FALDA,Myke Towers,85,174229,album,2023-11-23
11104,5,LUNA,Feid,89,196800,album,2023-12-01
11105,6,Last Christmas - Single Version,Wham!,89,265960,album,2023-07-07
11106,7,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,72,252040,single,2023-12-15
11107,8,Columbia,Quevedo,91,186000,single,2023-07-07
11108,9,Si No Estás,iñigo quintero,96,184061,single,2022-09-23
11109,10,DILUVIO,Rauw Alejandro,89,197052,album,2023-07-07
11110,11,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,1964-10-19
11111,12,COSAS QUE NO TE DIJE,Saiko,82,224725,single,2021-09-17
11112,13,MODELITO,Mora,83,190496,album,2022-11-03
11113,14,Feliz Navidad,José Feliciano,88,182066,album,2002-09-24
11114,15,PERRO NEGRO,Bad Bunny,95,162767,album,2023-10-13
11115,16,NO PIENSO LLAMAR,Soge Culebra,71,198352,album,2023-10-13
11116,17,REINA,Mora,84,211879,album,2023-08-28
11117,18,OA,Anuel AA & Quevedo & Maluma,86,235200,single,2023-10-13
11118,19,A 300,JC Reyes & Pedro Calderon,76,169208,single,2023-02-17
11119,20,Jingle Bell Rock,Bobby Helms,94,130973,single,1957-12-02
11120,21,Narcotics (with Bryant Myers),Dei V & Bryant Myers,82,173991,single,2023-09-14
11121,22,QLONA,KAROL G,92,172797,album,2023-08-10
11122,23,POLARIS - Remix,Saiko & Feid & Quevedo,82,288000,single,2023-06-08
11123,24,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,1963
11124,25,SEYA,GIMS,72,188484,album,2023-10-05
11125,26,LALA,Myke Towers,93,197920,album,2023-03-23
11126,27,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,1959-01-01
11127,28,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,2011-10-14
11128,29,Santa Tell Me,Ariana Grande,96,204093,single,2014-11-24
11129,30,Buenas,Quevedo & Saiko,81,192954,single,2023-09-22
11130,31,LA CAPI,Myke Towers,74,202360,album,2023-11-23
11131,32,Quien Es Dei V?,Dei V,79,162244,single,2023-03-17
11132,33,El Mambo,Kiko Rivera,77,129845,single,2023-07-13
11133,34,lady madrizZz,céro,77,131020,single,2023-09-01
11134,35,Holanda,Jhayco,86,231693,single,2023-07-28
11135,36,Madrid City,Ana Mena,77,172727,single,2023-09-29
11137,38,BABY HELLO,Rauw Alejandro,76,222461,album,2023-07-07
11138,39,Xxx_Rosario_xxX,Saiko,62,188936,album,2023-12-22
11139,40,Underneath the Tree,Kelly Clarkson,86,229640,album,2013-10-29
11140,41,La Bachata,Manuel Turizo,84,162637,album,2023-03-17
11141,42,Snowman,Sia,94,165900,album,2018-11-01
11142,43,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,75,268320,single,2023-10-04
11144,45,Holly Jolly Christmas,Michael Bublé,83,119786,album,2011-10-14
11146,47,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,84,215600,single,2023-05-12
11147,48,TQMQA,Eladio Carrion,75,169911,single,2023-12-14
11148,49,Como Camarón,Estopa,72,202026,album,1999-10-18
11149,50,Sleigh Ride,The Ronettes,84,181266,album,2020-12-04
11150,1,Manos Rotas,DELLAFUENTE & Morad,82,168594,single,2023-11-16
11151,2,Casanova,Soolking & Lola Indigo & Rvfv,79,243806,single,2023-12-07
11152,3,All I Want for Christmas Is You,Mariah Carey,100,241106,album,1994-10-28
11153,4,LA FALDA,Myke Towers,85,174229,album,2023-11-23
11154,5,LUNA,Feid,89,196800,album,2023-12-01
11155,6,Last Christmas - Single Version,Wham!,89,265960,album,2023-07-07
11156,7,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,72,252040,single,2023-12-15
11157,8,Columbia,Quevedo,91,186000,single,2023-07-07
11158,9,Si No Estás,iñigo quintero,96,184061,single,2022-09-23
11159,10,DILUVIO,Rauw Alejandro,89,197052,album,2023-07-07
11160,11,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,1964-10-19
11161,12,COSAS QUE NO TE DIJE,Saiko,82,224725,single,2021-09-17
11162,13,MODELITO,Mora,83,190496,album,2022-11-03
11163,14,Feliz Navidad,José Feliciano,88,182066,album,2002-09-24
11164,15,PERRO NEGRO,Bad Bunny,95,162767,album,2023-10-13
11165,16,NO PIENSO LLAMAR,Soge Culebra,71,198352,album,2023-10-13
11166,17,REINA,Mora,84,211879,album,2023-08-28
11167,18,OA,Anuel AA & Quevedo & Maluma,86,235200,single,2023-10-13
11168,19,A 300,JC Reyes & Pedro Calderon,76,169208,single,2023-02-17
11169,20,Jingle Bell Rock,Bobby Helms,94,130973,single,1957-12-02
11170,21,Narcotics (with Bryant Myers),Dei V & Bryant Myers,82,173991,single,2023-09-14
11171,22,QLONA,KAROL G,92,172797,album,2023-08-10
11172,23,POLARIS - Remix,Saiko & Feid & Quevedo,82,288000,single,2023-06-08
11173,24,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,1963
11174,25,SEYA,GIMS,72,188484,album,2023-10-05
11175,26,LALA,Myke Towers,93,197920,album,2023-03-23
11176,27,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,1959-01-01
11177,28,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,2011-10-14
11178,29,Santa Tell Me,Ariana Grande,96,204093,single,2014-11-24
11179,30,Buenas,Quevedo & Saiko,81,192954,single,2023-09-22
11180,31,LA CAPI,Myke Towers,74,202360,album,2023-11-23
11181,32,Quien Es Dei V?,Dei V,79,162244,single,2023-03-17
11182,33,El Mambo,Kiko Rivera,77,129845,single,2023-07-13
11183,34,lady madrizZz,céro,77,131020,single,2023-09-01
11184,35,Holanda,Jhayco,86,231693,single,2023-07-28
11185,36,Madrid City,Ana Mena,77,172727,single,2023-09-29
11187,38,BABY HELLO,Rauw Alejandro,76,222461,album,2023-07-07
11188,39,Xxx_Rosario_xxX,Saiko,62,188936,album,2023-12-22
11189,40,Underneath the Tree,Kelly Clarkson,86,229640,album,2013-10-29
11190,41,La Bachata,Manuel Turizo,84,162637,album,2023-03-17
11191,42,Snowman,Sia,94,165900,album,2018-11-01
11192,43,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,75,268320,single,2023-10-04
11194,45,Holly Jolly Christmas,Michael Bublé,83,119786,album,2011-10-14
11196,47,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,84,215600,single,2023-05-12
11197,48,TQMQA,Eladio Carrion,75,169911,single,2023-12-14
11198,49,Como Camarón,Estopa,72,202026,album,1999-10-18
11199,50,Sleigh Ride,The Ronettes,84,181266,album,2020-12-04
11200,1,Manos Rotas,DELLAFUENTE & Morad,81,168594,single,2023-11-16
11201,2,Casanova,Soolking & Lola Indigo & Rvfv,78,243806,single,2023-12-07
11202,3,LA FALDA,Myke Towers,84,174229,album,2023-11-23
11203,4,LUNA,Feid,88,196800,album,2023-12-01
11204,5,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,73,252040,single,2023-12-15
11205,6,Columbia,Quevedo,90,186000,single,2023-07-07
11206,7,DILUVIO,Rauw Alejandro,88,197052,album,2023-07-07
11207,8,Si No Estás,iñigo quintero,94,184061,single,2022-09-23
11208,9,COSAS QUE NO TE DIJE,Saiko,80,224725,single,2021-09-17
11209,10,PERRO NEGRO,Bad Bunny,93,162767,album,2023-10-13
11210,11,NO PIENSO LLAMAR,Soge Culebra,69,198352,album,2023-10-13
11211,12,MODELITO,Mora,81,190496,album,2022-11-03
11212,13,REINA,Mora,82,211879,album,2023-08-28
11213,14,OA,Anuel AA & Quevedo & Maluma,84,235200,single,2023-10-13
11214,15,Narcotics (with Bryant Myers),Dei V & Bryant Myers,81,173991,single,2023-09-14
11215,16,QLONA,KAROL G,90,172797,album,2023-08-10
11216,17,A 300,JC Reyes & Pedro Calderon,75,169208,single,2023-02-17
11217,18,POLARIS - Remix,Saiko & Feid & Quevedo,81,288000,single,2023-06-08
11218,19,Buenas,Quevedo & Saiko,79,192954,single,2023-09-22
11219,20,LA CAPI,Myke Towers,73,202360,album,2023-11-23
11220,21,LALA,Myke Towers,91,197920,album,2023-03-23
11221,22,Quien Es Dei V?,Dei V,78,162244,single,2023-03-17
11222,23,SEYA,GIMS,71,188484,album,2023-10-05
11223,24,lady madrizZz,céro,76,131020,single,2023-09-01
11224,25,Extasisssssss,Saiko,54,116666,album,2023-12-22
11225,26,Holanda,Jhayco,85,231693,single,2023-07-28
11226,27,Madrid City,Ana Mena,75,172727,single,2023-09-29
11227,28,BABY HELLO,Rauw Alejandro,75,222461,album,2023-07-07
11228,29,Xxx_Rosario_xxX,Saiko,65,188936,album,2023-12-22
11229,30,El Mambo,Kiko Rivera,75,129845,single,2023-07-13
11230,31,CORLEONE,Saiko,55,192000,album,2023-12-22
11231,32,TQMQA,Eladio Carrion,75,169911,single,2023-12-14
11232,33,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,74,268320,single,2023-10-04
11233,34,SEDA,Bad Bunny,82,190476,album,2023-10-13
11235,36,La Bachata,Manuel Turizo,83,162637,album,2023-03-17
11236,37,Arena y Sal,Omar Montes & Saiko & Tunvao,74,174415,single,2023-05-18
11237,38,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,82,215600,single,2023-05-12
11238,39,DONDE SE APRENDE A QUERER?,Mora,81,144427,album,2023-08-28
11239,40,El Cielo,Sky Rompiendo & Feid & Myke Towers,82,191320,single,2023-06-02
11240,41,LUCES DE TECNO,Feid,78,164293,album,2023-09-29
11241,42,La_Original.mp3,Emilia,80,140625,album,2023-11-03
11242,43,Como Camarón,Estopa,71,202026,album,1999-10-18
11243,44,MONACO,Bad Bunny,92,267194,album,2023-10-13
11244,45,El Merengue,Marshmello,74,189668,album,2023-11-03
11245,46,Lollipop,Darell,88,199946,album,2023-07-28
11246,47,EL CONDENAO,Lola Indigo,61,144829,album,2023-12-14
11248,49,EL TONTO,Lola Indigo,72,187986,album,2023-04-13
11249,50,CHULA,JC Reyes,69,152842,single,2023-11-08
11250,1,Manos Rotas,DELLAFUENTE & Morad,81,168594,single,2023-11-16
11251,2,Casanova,Soolking & Lola Indigo & Rvfv,79,243806,single,2023-12-07
11252,3,LA FALDA,Myke Towers,84,174229,album,2023-11-23
11253,4,LUNA,Feid,89,196800,album,2023-12-01
11254,5,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,74,252040,single,2023-12-15
11255,6,Columbia,Quevedo,90,186000,single,2023-07-07
11256,7,DILUVIO,Rauw Alejandro,88,197052,album,2023-07-07
11257,8,Si No Estás,iñigo quintero,94,184061,single,2022-09-23
11258,9,PERRO NEGRO,Bad Bunny,93,162767,album,2023-10-13
11259,10,COSAS QUE NO TE DIJE,Saiko,80,224725,single,2021-09-17
11260,11,NO PIENSO LLAMAR,Soge Culebra,70,198352,album,2023-10-13
11261,12,MODELITO,Mora,82,190496,album,2022-11-03
11262,13,REINA,Mora,83,211879,album,2023-08-28
11263,14,OA,Anuel AA & Quevedo & Maluma,84,235200,single,2023-10-13
11264,15,Narcotics (with Bryant Myers),Dei V & Bryant Myers,81,173991,single,2023-09-14
11265,16,QLONA,KAROL G,90,172797,album,2023-08-10
11266,17,A 300,JC Reyes & Pedro Calderon,75,169208,single,2023-02-17
11267,18,POLARIS - Remix,Saiko & Feid & Quevedo,81,288000,single,2023-06-08
11268,19,Buenas,Quevedo & Saiko,79,192954,single,2023-09-22
11269,20,LA CAPI,Myke Towers,73,202360,album,2023-11-23
11270,21,LALA,Myke Towers,91,197920,album,2023-03-23
11271,22,Quien Es Dei V?,Dei V,78,162244,single,2023-03-17
11272,23,SEYA,GIMS,71,188484,album,2023-10-05
11273,24,Holanda,Jhayco,85,231693,single,2023-07-28
11274,25,lady madrizZz,céro,76,131020,single,2023-09-01
11275,26,Extasisssssss,Saiko,56,116666,album,2023-12-22
11276,27,Madrid City,Ana Mena,75,172727,single,2023-09-29
11277,28,BABY HELLO,Rauw Alejandro,75,222461,album,2023-07-07
11278,29,El Mambo,Kiko Rivera,76,129845,single,2023-07-13
11279,30,Xxx_Rosario_xxX,Saiko,66,188936,album,2023-12-22
11280,31,SEDA,Bad Bunny,82,190476,album,2023-10-13
11281,32,TQMQA,Eladio Carrion,75,169911,single,2023-12-14
11282,33,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,74,268320,single,2023-10-04
11283,34,CORLEONE,Saiko,56,192000,album,2023-12-22
11285,36,La Bachata,Manuel Turizo,83,162637,album,2023-03-17
11286,37,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,82,215600,single,2023-05-12
11287,38,Arena y Sal,Omar Montes & Saiko & Tunvao,74,174415,single,2023-05-18
11288,39,El Cielo,Sky Rompiendo & Feid & Myke Towers,83,191320,single,2023-06-02
11289,40,DONDE SE APRENDE A QUERER?,Mora,81,144427,album,2023-08-28
11290,41,LUCES DE TECNO,Feid,78,164293,album,2023-09-29
11291,42,La_Original.mp3,Emilia,80,140625,album,2023-11-03
11292,43,Como Camarón,Estopa,72,202026,album,1999-10-18
11293,44,El Merengue,Marshmello,74,189668,album,2023-11-03
11294,45,MONACO,Bad Bunny,92,267194,album,2023-10-13
11295,46,Lollipop,Darell,88,199946,album,2023-07-28
11296,47,EL CONDENAO,Lola Indigo,62,144829,album,2023-12-14
11298,49,EL TONTO,Lola Indigo,72,187986,album,2023-04-13
11299,50,CHULA,JC Reyes,70,152842,single,2023-11-08
11300,1,Manos Rotas,DELLAFUENTE & Morad,82,168594,single,2023-11-16
11301,2,Casanova,Soolking & Lola Indigo & Rvfv,79,243806,single,2023-12-07
11302,3,LA FALDA,Myke Towers,85,174229,album,2023-11-23
11303,4,LUNA,Feid,89,196800,album,2023-12-01
11304,5,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,75,252040,single,2023-12-15
11305,6,Columbia,Quevedo,90,186000,single,2023-07-07
11306,7,DILUVIO,Rauw Alejandro,88,197052,album,2023-07-07
11307,8,PERRO NEGRO,Bad Bunny,94,162767,album,2023-10-13
11308,9,Si No Estás,iñigo quintero,94,184061,single,2022-09-23
11309,10,COSAS QUE NO TE DIJE,Saiko,81,224725,single,2021-09-17
11310,11,NO PIENSO LLAMAR,Soge Culebra,70,198352,album,2023-10-13
11311,12,MODELITO,Mora,82,190496,album,2022-11-03
11312,13,REINA,Mora,83,211879,album,2023-08-28
11313,14,OA,Anuel AA & Quevedo & Maluma,84,235200,single,2023-10-13
11314,15,QLONA,KAROL G,91,172797,album,2023-08-10
11315,16,Narcotics (with Bryant Myers),Dei V & Bryant Myers,82,173991,single,2023-09-14
11316,17,LA CAPI,Myke Towers,74,202360,album,2023-11-23
11317,18,A 300,JC Reyes & Pedro Calderon,75,169208,single,2023-02-17
11318,19,POLARIS - Remix,Saiko & Feid & Quevedo,81,288000,single,2023-06-08
11319,20,Madrid City,Ana Mena,75,172727,single,2023-09-29
11320,21,LALA,Myke Towers,91,197920,album,2023-03-23
11321,22,Buenas,Quevedo & Saiko,80,192954,single,2023-09-22
11322,23,SEYA,GIMS,71,188484,album,2023-10-05
11323,24,Quien Es Dei V?,Dei V,78,162244,single,2023-03-17
11324,25,Extasisssssss,Saiko,57,116666,album,2023-12-22
11325,26,Holanda,Jhayco,85,231693,single,2023-07-28
11326,27,lady madrizZz,céro,76,131020,single,2023-09-01
11327,28,Xxx_Rosario_xxX,Saiko,67,188936,album,2023-12-22
11328,29,BABY HELLO,Rauw Alejandro,75,222461,album,2023-07-07
11329,30,El Mambo,Kiko Rivera,76,129845,single,2023-07-13
11330,31,La Bachata,Manuel Turizo,83,162637,album,2023-03-17
11331,32,TQMQA,Eladio Carrion,76,169911,single,2023-12-14
11333,34,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,75,268320,single,2023-10-04
11334,35,SEDA,Bad Bunny,82,190476,album,2023-10-13
11335,36,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,83,215600,single,2023-05-12
11336,37,CORLEONE,Saiko,58,192000,album,2023-12-22
11337,38,Arena y Sal,Omar Montes & Saiko & Tunvao,75,174415,single,2023-05-18
11338,39,El Cielo,Sky Rompiendo & Feid & Myke Towers,83,191320,single,2023-06-02
11339,40,La_Original.mp3,Emilia,80,140625,album,2023-11-03
11340,41,LUCES DE TECNO,Feid,78,164293,album,2023-09-29
11341,42,El Merengue,Marshmello,75,189668,album,2023-11-03
11342,43,DONDE SE APRENDE A QUERER?,Mora,81,144427,album,2023-08-28
11343,44,Como Camarón,Estopa,72,202026,album,1999-10-18
11344,45,Lollipop,Darell,88,199946,album,2023-07-28
11345,46,EL CONDENAO,Lola Indigo,62,144829,album,2023-12-14
11346,47,MONACO,Bad Bunny,92,267194,album,2023-10-13
11348,49,EL TONTO,Lola Indigo,72,187986,album,2023-04-13
11349,50,CHULA,JC Reyes,70,152842,single,2023-11-08
11350,1,Manos Rotas,DELLAFUENTE & Morad,82,168594,single,2023-11-16
11351,2,Casanova,Soolking & Lola Indigo & Rvfv,80,243806,single,2023-12-07
11352,3,LA FALDA,Myke Towers,85,174229,album,2023-11-23
11353,4,LUNA,Feid,90,196800,album,2023-12-01
11354,5,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,76,252040,single,2023-12-15
11355,6,Columbia,Quevedo,91,186000,single,2023-07-07
11356,7,DILUVIO,Rauw Alejandro,88,197052,album,2023-07-07
11357,8,PERRO NEGRO,Bad Bunny,94,162767,album,2023-10-13
11358,9,Si No Estás,iñigo quintero,94,184061,single,2022-09-23
11359,10,COSAS QUE NO TE DIJE,Saiko,81,224725,single,2021-09-17
11360,11,NO PIENSO LLAMAR,Soge Culebra,70,198352,album,2023-10-13
11361,12,MODELITO,Mora,82,190496,album,2022-11-03
11362,13,REINA,Mora,83,211879,album,2023-08-28
11363,14,OA,Anuel AA & Quevedo & Maluma,85,235200,single,2023-10-13
11364,15,QLONA,KAROL G,91,172797,album,2023-08-10
11365,16,Narcotics (with Bryant Myers),Dei V & Bryant Myers,82,173991,single,2023-09-14
11366,17,A 300,JC Reyes & Pedro Calderon,76,169208,single,2023-02-17
11367,18,POLARIS - Remix,Saiko & Feid & Quevedo,81,288000,single,2023-06-08
11368,19,LA CAPI,Myke Towers,74,202360,album,2023-11-23
11369,20,Madrid City,Ana Mena,76,172727,single,2023-09-29
11370,21,LALA,Myke Towers,92,197920,album,2023-03-23
11371,22,Buenas,Quevedo & Saiko,80,192954,single,2023-09-22
11372,23,Quien Es Dei V?,Dei V,79,162244,single,2023-03-17
11373,24,SEYA,GIMS,72,188484,album,2023-10-05
11374,25,Holanda,Jhayco,86,231693,single,2023-07-28
11375,26,BABY HELLO,Rauw Alejandro,76,222461,album,2023-07-07
11376,27,El Mambo,Kiko Rivera,76,129845,single,2023-07-13
11377,28,La Bachata,Manuel Turizo,83,162637,album,2023-03-17
11378,29,Extasisssssss,Saiko,59,116666,album,2023-12-22
11379,30,lady madrizZz,céro,77,131020,single,2023-09-01
11380,31,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,83,215600,single,2023-05-12
11381,32,Xxx_Rosario_xxX,Saiko,68,188936,album,2023-12-22
11383,34,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,75,268320,single,2023-10-04
